GeneID,KEGG,KEGG_Description
Ghir_A08G002780,ko00020,Citrate cycle (TCA cycle)
Ghir_A08G002920,ko00020,Citrate cycle (TCA cycle)
Ghir_A08G004580,ko00020,Citrate cycle (TCA cycle)
Ghir_A09G003040,ko00020,Citrate cycle (TCA cycle)
Ghir_A09G007280,ko00020,Citrate cycle (TCA cycle)
Ghir_A09G015760,ko00020,Citrate cycle (TCA cycle)
Ghir_A09G021280,ko00020,Citrate cycle (TCA cycle)
Ghir_A09G024950,ko00020,Citrate cycle (TCA cycle)
Ghir_A10G009970,ko00020,Citrate cycle (TCA cycle)
Ghir_A10G011200,ko00020,Citrate cycle (TCA cycle)
Ghir_A10G011450,ko00020,Citrate cycle (TCA cycle)
Ghir_A10G012740,ko00020,Citrate cycle (TCA cycle)
Ghir_A10G017630,ko00020,Citrate cycle (TCA cycle)
Ghir_A10G020350,ko00020,Citrate cycle (TCA cycle)
Ghir_A10G021980,ko00020,Citrate cycle (TCA cycle)
Ghir_A11G003640,ko00020,Citrate cycle (TCA cycle)
Ghir_A11G006670,ko00020,Citrate cycle (TCA cycle)
Ghir_A11G010870,ko00020,Citrate cycle (TCA cycle)
Ghir_A11G017910,ko00020,Citrate cycle (TCA cycle)
Ghir_A11G022330,ko00020,Citrate cycle (TCA cycle)
Ghir_A11G029830,ko00020,Citrate cycle (TCA cycle)
Ghir_A12G003340,ko00020,Citrate cycle (TCA cycle)
Ghir_A12G005970,ko00020,Citrate cycle (TCA cycle)
Ghir_A12G006050,ko00020,Citrate cycle (TCA cycle)
Ghir_A12G006680,ko00020,Citrate cycle (TCA cycle)
Ghir_A12G009030,ko00020,Citrate cycle (TCA cycle)
Ghir_A12G010010,ko00020,Citrate cycle (TCA cycle)
Ghir_A12G010050,ko00020,Citrate cycle (TCA cycle)
Ghir_A12G010330,ko00020,Citrate cycle (TCA cycle)
Ghir_A12G015220,ko00020,Citrate cycle (TCA cycle)
Ghir_A12G015560,ko00020,Citrate cycle (TCA cycle)
Ghir_A12G016780,ko00020,Citrate cycle (TCA cycle)
Ghir_A13G005370,ko00020,Citrate cycle (TCA cycle)
Ghir_A13G006080,ko00020,Citrate cycle (TCA cycle)
Ghir_A13G013280,ko00020,Citrate cycle (TCA cycle)
Ghir_D01G002140,ko00020,Citrate cycle (TCA cycle)
Ghir_D01G002940,ko00020,Citrate cycle (TCA cycle)
Ghir_D01G005060,ko00020,Citrate cycle (TCA cycle)
Ghir_D01G007450,ko00020,Citrate cycle (TCA cycle)
Ghir_D01G018720,ko00020,Citrate cycle (TCA cycle)
Ghir_D01G021380,ko00020,Citrate cycle (TCA cycle)
Ghir_D02G004380,ko00020,Citrate cycle (TCA cycle)
Ghir_D02G006100,ko00020,Citrate cycle (TCA cycle)
Ghir_D02G013680,ko00020,Citrate cycle (TCA cycle)
Ghir_D02G017380,ko00020,Citrate cycle (TCA cycle)
Ghir_D02G017390,ko00020,Citrate cycle (TCA cycle)
Ghir_D02G018070,ko00020,Citrate cycle (TCA cycle)
Ghir_D02G019580,ko00020,Citrate cycle (TCA cycle)
Ghir_D03G000580,ko00020,Citrate cycle (TCA cycle)
Ghir_D03G001520,ko00020,Citrate cycle (TCA cycle)
Ghir_D03G003270,ko00020,Citrate cycle (TCA cycle)
Ghir_D03G003350,ko00020,Citrate cycle (TCA cycle)
Ghir_D03G010300,ko00020,Citrate cycle (TCA cycle)
Ghir_D04G006600,ko00020,Citrate cycle (TCA cycle)
Ghir_D04G006610,ko00020,Citrate cycle (TCA cycle)
Ghir_D04G008600,ko00020,Citrate cycle (TCA cycle)
Ghir_D04G018320,ko00020,Citrate cycle (TCA cycle)
Ghir_D04G019520,ko00020,Citrate cycle (TCA cycle)
Ghir_D05G013870,ko00020,Citrate cycle (TCA cycle)
Ghir_D05G015060,ko00020,Citrate cycle (TCA cycle)
Ghir_D05G016340,ko00020,Citrate cycle (TCA cycle)
Ghir_D05G025510,ko00020,Citrate cycle (TCA cycle)
Ghir_D05G031570,ko00020,Citrate cycle (TCA cycle)
Ghir_D05G033190,ko00020,Citrate cycle (TCA cycle)
Ghir_D05G035230,ko00020,Citrate cycle (TCA cycle)
Ghir_D05G037900,ko00020,Citrate cycle (TCA cycle)
Ghir_D05G037960,ko00020,Citrate cycle (TCA cycle)
Ghir_D05G037990,ko00020,Citrate cycle (TCA cycle)
Ghir_D05G038000,ko00020,Citrate cycle (TCA cycle)
Ghir_D05G038030,ko00020,Citrate cycle (TCA cycle)
Ghir_D05G038140,ko00020,Citrate cycle (TCA cycle)
Ghir_D06G015640,ko00020,Citrate cycle (TCA cycle)
Ghir_D06G016950,ko00020,Citrate cycle (TCA cycle)
Ghir_D06G021750,ko00020,Citrate cycle (TCA cycle)
Ghir_D06G022150,ko00020,Citrate cycle (TCA cycle)
Ghir_D07G007260,ko00020,Citrate cycle (TCA cycle)
Ghir_D07G013590,ko00020,Citrate cycle (TCA cycle)
Ghir_D07G016380,ko00020,Citrate cycle (TCA cycle)
Ghir_D07G016390,ko00020,Citrate cycle (TCA cycle)
Ghir_D07G024320,ko00020,Citrate cycle (TCA cycle)
Ghir_D08G002870,ko00020,Citrate cycle (TCA cycle)
Ghir_D08G003000,ko00020,Citrate cycle (TCA cycle)
Ghir_D08G004780,ko00020,Citrate cycle (TCA cycle)
Ghir_D08G014280,ko00020,Citrate cycle (TCA cycle)
Ghir_D09G002940,ko00020,Citrate cycle (TCA cycle)
Ghir_D09G007020,ko00020,Citrate cycle (TCA cycle)
Ghir_D09G015230,ko00020,Citrate cycle (TCA cycle)
Ghir_D09G020660,ko00020,Citrate cycle (TCA cycle)
Ghir_D09G023280,ko00020,Citrate cycle (TCA cycle)
Ghir_D09G024150,ko00020,Citrate cycle (TCA cycle)
Ghir_D10G009260,ko00020,Citrate cycle (TCA cycle)
Ghir_D10G015000,ko00020,Citrate cycle (TCA cycle)
Ghir_D10G019070,ko00020,Citrate cycle (TCA cycle)
Ghir_D10G019080,ko00020,Citrate cycle (TCA cycle)
Ghir_D10G019090,ko00020,Citrate cycle (TCA cycle)
Ghir_D10G020130,ko00020,Citrate cycle (TCA cycle)
Ghir_D10G022140,ko00020,Citrate cycle (TCA cycle)
Ghir_D10G024060,ko00020,Citrate cycle (TCA cycle)
Ghir_D11G003610,ko00020,Citrate cycle (TCA cycle)
Ghir_D11G006560,ko00020,Citrate cycle (TCA cycle)
Ghir_D11G010810,ko00020,Citrate cycle (TCA cycle)
Ghir_D11G017950,ko00020,Citrate cycle (TCA cycle)
Ghir_D11G022050,ko00020,Citrate cycle (TCA cycle)
Ghir_D11G023350,ko00020,Citrate cycle (TCA cycle)
Ghir_D11G029980,ko00020,Citrate cycle (TCA cycle)
Ghir_D12G003960,ko00020,Citrate cycle (TCA cycle)
Ghir_D12G005980,ko00020,Citrate cycle (TCA cycle)
Ghir_D12G006070,ko00020,Citrate cycle (TCA cycle)
Ghir_D12G006690,ko00020,Citrate cycle (TCA cycle)
Ghir_D12G008460,ko00020,Citrate cycle (TCA cycle)
Ghir_D12G010200,ko00020,Citrate cycle (TCA cycle)
Ghir_D12G010520,ko00020,Citrate cycle (TCA cycle)
Ghir_D12G012800,ko00020,Citrate cycle (TCA cycle)
Ghir_D12G015450,ko00020,Citrate cycle (TCA cycle)
Ghir_D12G015820,ko00020,Citrate cycle (TCA cycle)
Ghir_D12G017040,ko00020,Citrate cycle (TCA cycle)
Ghir_D12G020610,ko00020,Citrate cycle (TCA cycle)
Ghir_D13G005430,ko00020,Citrate cycle (TCA cycle)
Ghir_D13G006250,ko00020,Citrate cycle (TCA cycle)
Ghir_D13G007020,ko00020,Citrate cycle (TCA cycle)
Ghir_D13G013300,ko00020,Citrate cycle (TCA cycle)
Ghir_D13G014000,ko00020,Citrate cycle (TCA cycle)
Ghir_A01G002300,ko00030,Pentose phosphate pathway
Ghir_A01G010360,ko00030,Pentose phosphate pathway
Ghir_A01G014730,ko00030,Pentose phosphate pathway
Ghir_A01G020140,ko00030,Pentose phosphate pathway
Ghir_A02G009880,ko00030,Pentose phosphate pathway
Ghir_A02G011710,ko00030,Pentose phosphate pathway
Ghir_A02G013040,ko00030,Pentose phosphate pathway
Ghir_A02G014510,ko00030,Pentose phosphate pathway
Ghir_A03G001570,ko00030,Pentose phosphate pathway
Ghir_A03G011900,ko00030,Pentose phosphate pathway
Ghir_A03G013910,ko00030,Pentose phosphate pathway
Ghir_A03G016160,ko00030,Pentose phosphate pathway
Ghir_A03G016620,ko00030,Pentose phosphate pathway
Ghir_A04G007190,ko00030,Pentose phosphate pathway
Ghir_A04G007210,ko00030,Pentose phosphate pathway
Ghir_A04G009480,ko00030,Pentose phosphate pathway
Ghir_A04G010940,ko00030,Pentose phosphate pathway
Ghir_A04G013900,ko00030,Pentose phosphate pathway
Ghir_A04G015450,ko00030,Pentose phosphate pathway
Ghir_A04G015720,ko00030,Pentose phosphate pathway
Ghir_A05G002840,ko00030,Pentose phosphate pathway
Ghir_A05G005410,ko00030,Pentose phosphate pathway
Ghir_A05G006080,ko00030,Pentose phosphate pathway
Ghir_A05G018070,ko00030,Pentose phosphate pathway
Ghir_A05G022540,ko00030,Pentose phosphate pathway
Ghir_A05G033850,ko00030,Pentose phosphate pathway
Ghir_A05G034570,ko00030,Pentose phosphate pathway
Ghir_A06G003230,ko00030,Pentose phosphate pathway
Ghir_A06G004330,ko00030,Pentose phosphate pathway
Ghir_A06G007240,ko00030,Pentose phosphate pathway
Ghir_A06G009580,ko00030,Pentose phosphate pathway
Ghir_A06G011390,ko00030,Pentose phosphate pathway
Ghir_A06G015230,ko00030,Pentose phosphate pathway
Ghir_A06G016380,ko00030,Pentose phosphate pathway
Ghir_A07G002520,ko00030,Pentose phosphate pathway
Ghir_A07G003120,ko00030,Pentose phosphate pathway
Ghir_A07G004920,ko00030,Pentose phosphate pathway
Ghir_A07G007100,ko00030,Pentose phosphate pathway
Ghir_A07G015620,ko00030,Pentose phosphate pathway
Ghir_A07G019000,ko00030,Pentose phosphate pathway
Ghir_A07G019010,ko00030,Pentose phosphate pathway
Ghir_A07G024330,ko00030,Pentose phosphate pathway
Ghir_A07G024440,ko00030,Pentose phosphate pathway
Ghir_A08G005690,ko00030,Pentose phosphate pathway
Ghir_A08G014330,ko00030,Pentose phosphate pathway
Ghir_A08G016750,ko00030,Pentose phosphate pathway
Ghir_A08G022350,ko00030,Pentose phosphate pathway
Ghir_A08G024590,ko00030,Pentose phosphate pathway
Ghir_A09G003680,ko00030,Pentose phosphate pathway
Ghir_A09G020420,ko00030,Pentose phosphate pathway
Ghir_A10G000630,ko00030,Pentose phosphate pathway
Ghir_A11G015870,ko00030,Pentose phosphate pathway
Ghir_A11G016280,ko00030,Pentose phosphate pathway
Ghir_A11G017880,ko00030,Pentose phosphate pathway
Ghir_A11G027470,ko00030,Pentose phosphate pathway
Ghir_A11G028130,ko00030,Pentose phosphate pathway
Ghir_A11G029770,ko00030,Pentose phosphate pathway
Ghir_A11G035450,ko00030,Pentose phosphate pathway
Ghir_A12G001670,ko00030,Pentose phosphate pathway
Ghir_A12G006300,ko00030,Pentose phosphate pathway
Ghir_A12G010900,ko00030,Pentose phosphate pathway
Ghir_A12G010910,ko00030,Pentose phosphate pathway
Ghir_A12G016150,ko00030,Pentose phosphate pathway
Ghir_A12G022310,ko00030,Pentose phosphate pathway
Ghir_A12G024690,ko00030,Pentose phosphate pathway
Ghir_A12G026050,ko00030,Pentose phosphate pathway
Ghir_A12G027570,ko00030,Pentose phosphate pathway
Ghir_A13G002730,ko00030,Pentose phosphate pathway
Ghir_A13G008010,ko00030,Pentose phosphate pathway
Ghir_A13G013570,ko00030,Pentose phosphate pathway
Ghir_A13G020790,ko00030,Pentose phosphate pathway
Ghir_D01G002210,ko00030,Pentose phosphate pathway
Ghir_D01G011370,ko00030,Pentose phosphate pathway
Ghir_D01G015590,ko00030,Pentose phosphate pathway
Ghir_D01G016000,ko00030,Pentose phosphate pathway
Ghir_D01G021670,ko00030,Pentose phosphate pathway
Ghir_D02G007220,ko00030,Pentose phosphate pathway
Ghir_D02G010390,ko00030,Pentose phosphate pathway
Ghir_D02G013370,ko00030,Pentose phosphate pathway
Ghir_D02G015090,ko00030,Pentose phosphate pathway
Ghir_D02G017920,ko00030,Pentose phosphate pathway
Ghir_D03G004190,ko00030,Pentose phosphate pathway
Ghir_D03G006990,ko00030,Pentose phosphate pathway
Ghir_D03G017500,ko00030,Pentose phosphate pathway
Ghir_D04G007760,ko00030,Pentose phosphate pathway
Ghir_D04G008480,ko00030,Pentose phosphate pathway
Ghir_D04G011350,ko00030,Pentose phosphate pathway
Ghir_D04G011360,ko00030,Pentose phosphate pathway
Ghir_D04G013690,ko00030,Pentose phosphate pathway
Ghir_D04G015190,ko00030,Pentose phosphate pathway
Ghir_D04G018360,ko00030,Pentose phosphate pathway
Ghir_D04G020270,ko00030,Pentose phosphate pathway
Ghir_D05G002980,ko00030,Pentose phosphate pathway
Ghir_D05G005480,ko00030,Pentose phosphate pathway
Ghir_D05G006140,ko00030,Pentose phosphate pathway
Ghir_D05G018090,ko00030,Pentose phosphate pathway
Ghir_D05G019900,ko00030,Pentose phosphate pathway
Ghir_D05G022440,ko00030,Pentose phosphate pathway
Ghir_D05G032960,ko00030,Pentose phosphate pathway
Ghir_D06G003250,ko00030,Pentose phosphate pathway
Ghir_D06G004410,ko00030,Pentose phosphate pathway
Ghir_D06G007400,ko00030,Pentose phosphate pathway
Ghir_D06G009880,ko00030,Pentose phosphate pathway
Ghir_D06G009890,ko00030,Pentose phosphate pathway
Ghir_D06G013180,ko00030,Pentose phosphate pathway
Ghir_D06G015870,ko00030,Pentose phosphate pathway
Ghir_D06G017240,ko00030,Pentose phosphate pathway
Ghir_D07G002520,ko00030,Pentose phosphate pathway
Ghir_D07G003120,ko00030,Pentose phosphate pathway
Ghir_D07G004960,ko00030,Pentose phosphate pathway
Ghir_D07G007090,ko00030,Pentose phosphate pathway
Ghir_D07G015890,ko00030,Pentose phosphate pathway
Ghir_D07G019350,ko00030,Pentose phosphate pathway
Ghir_D07G024380,ko00030,Pentose phosphate pathway
Ghir_D07G024500,ko00030,Pentose phosphate pathway
Ghir_D08G005830,ko00030,Pentose phosphate pathway
Ghir_D08G017570,ko00030,Pentose phosphate pathway
Ghir_D08G023160,ko00030,Pentose phosphate pathway
Ghir_D08G025470,ko00030,Pentose phosphate pathway
Ghir_D09G003600,ko00030,Pentose phosphate pathway
Ghir_D09G019880,ko00030,Pentose phosphate pathway
Ghir_D10G001380,ko00030,Pentose phosphate pathway
Ghir_D10G008930,ko00030,Pentose phosphate pathway
Ghir_D11G008660,ko00030,Pentose phosphate pathway
Ghir_D11G015910,ko00030,Pentose phosphate pathway
Ghir_D11G016350,ko00030,Pentose phosphate pathway
Ghir_D11G017930,ko00030,Pentose phosphate pathway
Ghir_D11G027610,ko00030,Pentose phosphate pathway
Ghir_D11G029940,ko00030,Pentose phosphate pathway
Ghir_D11G036300,ko00030,Pentose phosphate pathway
Ghir_D12G001730,ko00030,Pentose phosphate pathway
Ghir_D12G006290,ko00030,Pentose phosphate pathway
Ghir_D12G011110,ko00030,Pentose phosphate pathway
Ghir_D12G016380,ko00030,Pentose phosphate pathway
Ghir_D12G019170,ko00030,Pentose phosphate pathway
Ghir_D12G022310,ko00030,Pentose phosphate pathway
Ghir_D12G024680,ko00030,Pentose phosphate pathway
Ghir_D12G026060,ko00030,Pentose phosphate pathway
Ghir_D12G027600,ko00030,Pentose phosphate pathway
Ghir_D13G003030,ko00030,Pentose phosphate pathway
Ghir_D13G003040,ko00030,Pentose phosphate pathway
Ghir_D13G008740,ko00030,Pentose phosphate pathway
Ghir_D13G014280,ko00030,Pentose phosphate pathway
Ghir_D13G021610,ko00030,Pentose phosphate pathway
Ghir_Scaffold2368G000010,ko00030,Pentose phosphate pathway
Ghir_A01G000360,ko00040,Pentose and glucuronate interconversions
Ghir_A01G003620,ko00040,Pentose and glucuronate interconversions
Ghir_A01G005070,ko00040,Pentose and glucuronate interconversions
Ghir_A01G007970,ko00040,Pentose and glucuronate interconversions
Ghir_A01G014000,ko00040,Pentose and glucuronate interconversions
Ghir_A01G014010,ko00040,Pentose and glucuronate interconversions
Ghir_A01G015040,ko00040,Pentose and glucuronate interconversions
Ghir_A01G015480,ko00040,Pentose and glucuronate interconversions
Ghir_A01G020510,ko00040,Pentose and glucuronate interconversions
Ghir_A01G021360,ko00040,Pentose and glucuronate interconversions
Ghir_A02G005140,ko00040,Pentose and glucuronate interconversions
Ghir_A02G005160,ko00040,Pentose and glucuronate interconversions
Ghir_A02G005810,ko00040,Pentose and glucuronate interconversions
Ghir_A02G007400,ko00040,Pentose and glucuronate interconversions
Ghir_A02G012020,ko00040,Pentose and glucuronate interconversions
Ghir_A02G013700,ko00040,Pentose and glucuronate interconversions
Ghir_A02G013710,ko00040,Pentose and glucuronate interconversions
Ghir_A03G006860,ko00040,Pentose and glucuronate interconversions
Ghir_A03G006870,ko00040,Pentose and glucuronate interconversions
Ghir_A03G007180,ko00040,Pentose and glucuronate interconversions
Ghir_A03G007190,ko00040,Pentose and glucuronate interconversions
Ghir_A03G007430,ko00040,Pentose and glucuronate interconversions
Ghir_A03G007590,ko00040,Pentose and glucuronate interconversions
Ghir_A03G010530,ko00040,Pentose and glucuronate interconversions
Ghir_A03G011740,ko00040,Pentose and glucuronate interconversions
Ghir_A03G012290,ko00040,Pentose and glucuronate interconversions
Ghir_A03G012320,ko00040,Pentose and glucuronate interconversions
Ghir_A03G013490,ko00040,Pentose and glucuronate interconversions
Ghir_A03G014670,ko00040,Pentose and glucuronate interconversions
Ghir_A03G019650,ko00040,Pentose and glucuronate interconversions
Ghir_A03G021360,ko00040,Pentose and glucuronate interconversions
Ghir_A03G022550,ko00040,Pentose and glucuronate interconversions
Ghir_A04G000660,ko00040,Pentose and glucuronate interconversions
Ghir_A04G001480,ko00040,Pentose and glucuronate interconversions
Ghir_A04G001490,ko00040,Pentose and glucuronate interconversions
Ghir_A04G001500,ko00040,Pentose and glucuronate interconversions
Ghir_A04G001550,ko00040,Pentose and glucuronate interconversions
Ghir_A04G001560,ko00040,Pentose and glucuronate interconversions
Ghir_A04G001580,ko00040,Pentose and glucuronate interconversions
Ghir_A04G009260,ko00040,Pentose and glucuronate interconversions
Ghir_A04G009270,ko00040,Pentose and glucuronate interconversions
Ghir_A04G010440,ko00040,Pentose and glucuronate interconversions
Ghir_A04G016030,ko00040,Pentose and glucuronate interconversions
Ghir_A04G016340,ko00040,Pentose and glucuronate interconversions
Ghir_A04G016350,ko00040,Pentose and glucuronate interconversions
Ghir_A05G003830,ko00040,Pentose and glucuronate interconversions
Ghir_A05G003850,ko00040,Pentose and glucuronate interconversions
Ghir_A05G014610,ko00040,Pentose and glucuronate interconversions
Ghir_A05G017440,ko00040,Pentose and glucuronate interconversions
Ghir_A05G019680,ko00040,Pentose and glucuronate interconversions
Ghir_A05G021960,ko00040,Pentose and glucuronate interconversions
Ghir_A05G024340,ko00040,Pentose and glucuronate interconversions
Ghir_A05G026250,ko00040,Pentose and glucuronate interconversions
Ghir_A05G026260,ko00040,Pentose and glucuronate interconversions
Ghir_A05G026270,ko00040,Pentose and glucuronate interconversions
Ghir_A05G028130,ko00040,Pentose and glucuronate interconversions
Ghir_A05G028650,ko00040,Pentose and glucuronate interconversions
Ghir_A05G029850,ko00040,Pentose and glucuronate interconversions
Ghir_A05G032780,ko00040,Pentose and glucuronate interconversions
Ghir_A06G005890,ko00040,Pentose and glucuronate interconversions
Ghir_A06G007110,ko00040,Pentose and glucuronate interconversions
Ghir_A06G008970,ko00040,Pentose and glucuronate interconversions
Ghir_A06G015790,ko00040,Pentose and glucuronate interconversions
Ghir_A06G016230,ko00040,Pentose and glucuronate interconversions
Ghir_A06G017520,ko00040,Pentose and glucuronate interconversions
Ghir_A06G017530,ko00040,Pentose and glucuronate interconversions
Ghir_A06G018450,ko00040,Pentose and glucuronate interconversions
Ghir_A06G019220,ko00040,Pentose and glucuronate interconversions
Ghir_A06G019230,ko00040,Pentose and glucuronate interconversions
Ghir_A06G020060,ko00040,Pentose and glucuronate interconversions
Ghir_A07G000950,ko00040,Pentose and glucuronate interconversions
Ghir_A07G001830,ko00040,Pentose and glucuronate interconversions
Ghir_A07G001840,ko00040,Pentose and glucuronate interconversions
Ghir_A07G004650,ko00040,Pentose and glucuronate interconversions
Ghir_A07G006080,ko00040,Pentose and glucuronate interconversions
Ghir_A07G007100,ko00040,Pentose and glucuronate interconversions
Ghir_A07G007590,ko00040,Pentose and glucuronate interconversions
Ghir_A07G009190,ko00040,Pentose and glucuronate interconversions
Ghir_A07G009200,ko00040,Pentose and glucuronate interconversions
Ghir_A07G009450,ko00040,Pentose and glucuronate interconversions
Ghir_A07G009460,ko00040,Pentose and glucuronate interconversions
Ghir_A07G012510,ko00040,Pentose and glucuronate interconversions
Ghir_A07G013340,ko00040,Pentose and glucuronate interconversions
Ghir_A07G016570,ko00040,Pentose and glucuronate interconversions
Ghir_A07G017930,ko00040,Pentose and glucuronate interconversions
Ghir_A07G018930,ko00040,Pentose and glucuronate interconversions
Ghir_A07G023840,ko00040,Pentose and glucuronate interconversions
Ghir_A07G024230,ko00040,Pentose and glucuronate interconversions
Ghir_A07G024440,ko00040,Pentose and glucuronate interconversions
Ghir_A08G003400,ko00040,Pentose and glucuronate interconversions
Ghir_A08G004240,ko00040,Pentose and glucuronate interconversions
Ghir_A08G005940,ko00040,Pentose and glucuronate interconversions
Ghir_A08G008280,ko00040,Pentose and glucuronate interconversions
Ghir_A08G012980,ko00040,Pentose and glucuronate interconversions
Ghir_A08G020960,ko00040,Pentose and glucuronate interconversions
Ghir_A08G021710,ko00040,Pentose and glucuronate interconversions
Ghir_A08G021720,ko00040,Pentose and glucuronate interconversions
Ghir_A08G023050,ko00040,Pentose and glucuronate interconversions
Ghir_A09G001320,ko00040,Pentose and glucuronate interconversions
Ghir_A09G001590,ko00040,Pentose and glucuronate interconversions
Ghir_A09G002330,ko00040,Pentose and glucuronate interconversions
Ghir_A09G002340,ko00040,Pentose and glucuronate interconversions
Ghir_A09G002960,ko00040,Pentose and glucuronate interconversions
Ghir_A09G003270,ko00040,Pentose and glucuronate interconversions
Ghir_A09G003370,ko00040,Pentose and glucuronate interconversions
Ghir_A09G007050,ko00040,Pentose and glucuronate interconversions
Ghir_A09G013200,ko00040,Pentose and glucuronate interconversions
Ghir_A09G016220,ko00040,Pentose and glucuronate interconversions
Ghir_A09G016230,ko00040,Pentose and glucuronate interconversions
Ghir_A09G016800,ko00040,Pentose and glucuronate interconversions
Ghir_A09G017780,ko00040,Pentose and glucuronate interconversions
Ghir_A09G021120,ko00040,Pentose and glucuronate interconversions
Ghir_A09G025060,ko00040,Pentose and glucuronate interconversions
Ghir_A09G025080,ko00040,Pentose and glucuronate interconversions
Ghir_A09G025100,ko00040,Pentose and glucuronate interconversions
Ghir_A09G025110,ko00040,Pentose and glucuronate interconversions
Ghir_A09G025120,ko00040,Pentose and glucuronate interconversions
Ghir_A09G025130,ko00040,Pentose and glucuronate interconversions
Ghir_A09G025140,ko00040,Pentose and glucuronate interconversions
Ghir_A09G025150,ko00040,Pentose and glucuronate interconversions
Ghir_A09G026460,ko00040,Pentose and glucuronate interconversions
Ghir_A10G000710,ko00040,Pentose and glucuronate interconversions
Ghir_A10G004790,ko00040,Pentose and glucuronate interconversions
Ghir_A10G007200,ko00040,Pentose and glucuronate interconversions
Ghir_A10G007220,ko00040,Pentose and glucuronate interconversions
Ghir_A10G009850,ko00040,Pentose and glucuronate interconversions
Ghir_A10G012330,ko00040,Pentose and glucuronate interconversions
Ghir_A10G016930,ko00040,Pentose and glucuronate interconversions
Ghir_A10G017020,ko00040,Pentose and glucuronate interconversions
Ghir_A10G019490,ko00040,Pentose and glucuronate interconversions
Ghir_A10G019500,ko00040,Pentose and glucuronate interconversions
Ghir_A10G021420,ko00040,Pentose and glucuronate interconversions
Ghir_A11G007560,ko00040,Pentose and glucuronate interconversions
Ghir_A11G007870,ko00040,Pentose and glucuronate interconversions
Ghir_A11G008650,ko00040,Pentose and glucuronate interconversions
Ghir_A11G009490,ko00040,Pentose and glucuronate interconversions
Ghir_A11G011490,ko00040,Pentose and glucuronate interconversions
Ghir_A11G011590,ko00040,Pentose and glucuronate interconversions
Ghir_A11G012140,ko00040,Pentose and glucuronate interconversions
Ghir_A11G012150,ko00040,Pentose and glucuronate interconversions
Ghir_A11G015990,ko00040,Pentose and glucuronate interconversions
Ghir_A11G017920,ko00040,Pentose and glucuronate interconversions
Ghir_A11G024630,ko00040,Pentose and glucuronate interconversions
